proposal_uid,image_id,fold,relative_path,category_id,x0,y0,x1,y1,detector_score,source_prediction_index
y5-f0-i5-p000054,5,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop4.jpg,3,304.2,778.39,574.25,823.0,0.001124,54
y5-f0-i5-p000055,5,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop4.jpg,3,393.42,776.38,575.46,823.0,0.001078,55
y5-f0-i5-p000056,5,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop4.jpg,3,376.14,765.53,579.88,823.0,0.00106,56
y5-f0-i5-p000057,5,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop4.jpg,3,575.86,400.65,659.04,495.09,0.001057,57
y5-f0-i5-p000058,5,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop4.jpg,3,548.93,378.55,659.04,496.29,0.001024,58
y5-f0-i5-p000059,5,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop4.jpg,3,413.51,763.12,597.96,823.0,0.001017,59
y5-f0-i6-p000060,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,366.09,220.62,589.12,490.26,0.899902,60
y5-f0-i6-p000061,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,603.99,513.97,714.5,652.21,0.78418,61
y5-f0-i6-p000062,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,105.89,175.01,230.67,275.27,0.605957,62
y5-f0-i6-p000063,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,603.99,513.97,714.5,652.21,0.012054,63
y5-f0-i6-p000064,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,0.0,0.6,141.96,108.3,0.010529,64
y5-f0-i6-p000065,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,796.08,645.38,823.0,790.45,0.007843,65
y5-f0-i6-p000066,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,87.4,0.0,233.48,23.32,0.007755,66
y5-f0-i6-p000067,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,87.4,0.0,233.48,23.32,0.006313,67
y5-f0-i6-p000068,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,90.62,0.05,217.4,23.37,0.006191,68
y5-f0-i6-p000069,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,0.0,0.75,182.34,130.0,0.0051,69
y5-f0-i6-p000070,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,93.63,0.0,172.7,26.7,0.004627,70
y5-f0-i6-p000071,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,0.0,0.75,182.34,130.0,0.004608,71
y5-f0-i6-p000072,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,77.86,0.03,333.74,32.68,0.004086,72
y5-f0-i6-p000073,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,90.62,0.05,217.4,23.37,0.003929,73
y5-f0-i6-p000074,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,0.0,0.4,163.15,129.6,0.002901,74
y5-f0-i6-p000075,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,787.64,646.18,823.0,798.89,0.002165,75
y5-f0-i6-p000076,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,61.48,0.33,290.94,25.44,0.002075,76
y5-f0-i6-p000077,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,0.0,0.4,163.15,129.6,0.001694,77
y5-f0-i6-p000078,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,1,366.09,220.62,589.12,490.26,0.001681,78
y5-f0-i6-p000079,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,94.64,0.0,165.06,20.37,0.001543,79
y5-f0-i6-p000080,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,95.44,0.0,150.19,19.21,0.001421,80
y5-f0-i6-p000081,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,86.8,0.0,187.06,20.18,0.001399,81
y5-f0-i6-p000082,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,3,0.0,0.6,141.96,108.3,0.001249,82
y5-f0-i6-p000083,6,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop5.jpg,2,788.04,636.54,823.0,788.44,0.001048,83
y5-f0-i7-p000084,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,698.93,235.86,781.67,395.16,0.816406,84
y5-f0-i7-p000085,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,505.47,109.8,608.38,237.3,0.451416,85
y5-f0-i7-p000086,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,603.02,0.0,819.95,98.12,0.053192,86
y5-f0-i7-p000087,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,778.38,0.0,843.0,59.48,0.048492,87
y5-f0-i7-p000088,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,625.25,0.1,826.12,96.32,0.044861,88
y5-f0-i7-p000089,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,757.38,0.0,843.0,59.63,0.013374,89
y5-f0-i7-p000090,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,773.44,0.0,843.0,49.55,0.012627,90
y5-f0-i7-p000091,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,812.13,0.0,843.0,95.44,0.012482,91
y5-f0-i7-p000092,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,752.85,0.0,843.0,78.05,0.011734,92
y5-f0-i7-p000093,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,206.33,748.33,441.67,843.0,0.011597,93
y5-f0-i7-p000094,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,718.69,0.0,843.0,89.84,0.011032,94
y5-f0-i7-p000095,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,752.03,0.64,843.0,94.0,0.008286,95
y5-f0-i7-p000096,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,784.14,0.67,842.59,92.72,0.007462,96
y5-f0-i7-p000097,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,269.2,2.68,508.35,303.36,0.007259,97
y5-f0-i7-p000098,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,714.57,0.0,843.0,103.06,0.006439,98
y5-f0-i7-p000099,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,756.97,0.0,843.0,46.77,0.006313,99
y5-f0-i7-p000100,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,412.65,806.78,621.14,843.0,0.006191,100
y5-f0-i7-p000101,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,806.78,0.72,843.0,92.51,0.006096,101
y5-f0-i7-p000102,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,791.96,0.0,843.0,75.94,0.005619,102
y5-f0-i7-p000103,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,651.6,0.0,840.12,98.33,0.0051,103
y5-f0-i7-p000104,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,725.28,0.0,841.35,85.51,0.004265,104
y5-f0-i7-p000105,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,806.37,0.0,843.0,79.29,0.00425,105
y5-f0-i7-p000106,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,654.89,0.0,839.71,92.92,0.003376,106
y5-f0-i7-p000107,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,726.51,0.0,841.35,66.63,0.003363,107
y5-f0-i7-p000108,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,397.01,803.9,714.57,843.0,0.003248,108
y5-f0-i7-p000109,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,418.41,812.13,613.32,843.0,0.002958,109
y5-f0-i7-p000110,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,591.91,0.13,815.83,99.97,0.002737,110
y5-f0-i7-p000111,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,343.29,824.89,461.43,843.0,0.002342,111
y5-f0-i7-p000112,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,2,812.13,0.0,843.0,95.44,0.002209,112
y5-f0-i7-p000113,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,393.1,807.19,677.53,843.0,0.002199,113
y5-f0-i7-p000114,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,787.84,0.36,842.59,122.05,0.00202,114
y5-f0-i7-p000115,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,808.84,0.72,843.0,109.49,0.001919,115
y5-f0-i7-p000116,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,384.66,826.54,456.08,843.0,0.001867,116
y5-f0-i7-p000117,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,777.14,791.96,843.0,843.0,0.001604,117
y5-f0-i7-p000118,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,405.65,802.66,740.92,843.0,0.001525,118
y5-f0-i7-p000119,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,229.27,813.77,471.72,843.0,0.001519,119
y5-f0-i7-p000120,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,2,603.02,0.0,819.95,98.12,0.001484,120
y5-f0-i7-p000121,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,330.74,823.24,461.43,843.0,0.001161,121
y5-f0-i7-p000122,7,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop6.jpg,3,814.19,0.41,843.0,115.46,0.001086,122
y5-f0-i8-p000123,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,422.09,455.64,656.58,637.98,0.918457,123
y5-f0-i8-p000124,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,302.41,187.19,460.09,311.92,0.915527,124
y5-f0-i8-p000125,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,135.54,309.08,292.31,438.26,0.905762,125
y5-f0-i8-p000126,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,178.8,341.83,372.96,492.43,0.896973,126
y5-f0-i8-p000127,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,394.59,388.93,614.13,578.95,0.829102,127
y5-f0-i8-p000128,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,258.75,565.61,394.59,669.52,0.581543,128
y5-f0-i8-p000129,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,673.96,667.9,823.15,790.4,0.552734,129
y5-f0-i8-p000130,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,673.96,667.9,823.15,790.4,0.411133,130
y5-f0-i8-p000131,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,296.55,613.72,426.94,722.07,0.407227,131
y5-f0-i8-p000132,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,351.33,24.61,463.73,167.78,0.312256,132
y5-f0-i8-p000133,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,296.55,613.72,426.94,722.07,0.080933,133
y5-f0-i8-p000134,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,258.75,565.61,394.59,669.52,0.054199,134
y5-f0-i8-p000135,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,351.33,24.61,463.73,167.78,0.016403,135
y5-f0-i8-p000136,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,1,673.96,667.9,823.15,790.4,0.012772,136
y5-f0-i8-p000137,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,419.26,231.66,507.39,308.68,0.012291,137
y5-f0-i8-p000138,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,253.09,0.0,373.37,18.57,0.010696,138
y5-f0-i8-p000139,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,394.59,388.93,614.13,578.95,0.010529,139
y5-f0-i8-p000140,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,248.64,0.05,362.86,18.45,0.007519,140
y5-f0-i8-p000141,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,422.09,455.64,656.58,637.98,0.007122,141
y5-f0-i8-p000142,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,388.93,391.36,613.32,555.91,0.004505,142
y5-f0-i8-p000143,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,730.56,792.83,828.0,828.0,0.003796,143
y5-f0-i8-p000144,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,144.54,0.1,314.14,20.1,0.003565,144
y5-f0-i8-p000145,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,158.48,0.11,312.93,18.8,0.003111,145
y5-f0-i8-p000146,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,246.22,0.0,352.55,16.99,0.002714,146
y5-f0-i8-p000147,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,257.74,0.0,331.32,17.52,0.002581,147
y5-f0-i8-p000148,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,61.15,0.0,324.04,32.62,0.002443,148
y5-f0-i8-p000149,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,741.48,785.95,828.0,828.0,0.002234,149
y5-f0-i8-p000150,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,256.32,0.0,339.41,22.26,0.002182,150
y5-f0-i8-p000151,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,176.88,343.45,367.71,490.82,0.002058,151
y5-f0-i8-p000152,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,61.15,0.0,324.04,32.62,0.001912,152
y5-f0-i8-p000153,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,178.8,341.83,372.96,492.43,0.001755,153
y5-f0-i8-p000154,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,712.78,798.89,828.0,828.0,0.0017,154
y5-f0-i8-p000155,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,146.46,0.0,365.89,73.94,0.001675,155
y5-f0-i8-p000156,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,156.26,0.13,313.13,31.59,0.001543,156
y5-f0-i8-p000157,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,141.91,0.03,313.13,33.81,0.001536,157
y5-f0-i8-p000158,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,144.54,0.1,314.14,20.1,0.001501,158
y5-f0-i8-p000159,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,158.48,0.11,312.93,18.8,0.001372,159
y5-f0-i8-p000160,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,256.32,0.0,315.55,19.38,0.001356,160
y5-f0-i8-p000161,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,256.32,0.0,315.55,19.38,0.001341,161
y5-f0-i8-p000162,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,242.17,0.38,440.28,24.61,0.00124,162
y5-f0-i8-p000163,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,248.64,0.05,362.86,18.45,0.001197,163
y5-f0-i8-p000164,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,3,257.74,0.0,331.32,17.52,0.001188,164
y5-f0-i8-p000165,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,1,253.09,0.0,373.37,18.57,0.001169,165
y5-f0-i8-p000166,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,258.55,0.0,312.93,17.31,0.001121,166
y5-f0-i8-p000167,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,60.95,0.0,327.48,65.5,0.001017,167
y5-f0-i8-p000168,8,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,2,391.76,392.77,615.74,583.8,0.001012,168
y5-f0-i9-p000169,9,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.jpg,3,443.22,551.88,678.63,676.91,0.85498,169
y5-f0-i9-p000170,9,0,images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.jpg,3,506.17,356.78,758.4,493.24,0.848145,170
